tahun,nama_kota,nama_kecamatan,nama_kelurahan,status_perkawinan,jenis_kelamin,jumlah
2018,JAKARTA PUSAT,TANAH ABANG,GELORA,Cerai Mati,Perempuan,104
2018,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,Cerai Mati,Perempuan,1045
2018,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,Cerai Mati,Perempuan,758
2018,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,Cerai Mati,Perempuan,857
2018,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,Cerai Mati,Perempuan,1178
2018,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,Cerai Mati,Perempuan,723
2018,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,Cerai Mati,Perempuan,496
2018,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,Cerai Mati,Perempuan,1618
2018,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,Cerai Mati,Perempuan,758
2018,JAKARTA PUSAT,JOHAR BARU,GALUR,Cerai Mati,Perempuan,664
2018,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,Cerai Mati,Perempuan,1718
2018,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Cerai Mati,Perempuan,1843
2018,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,Cerai Mati,Perempuan,311
2018,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Cerai Mati,Perempuan,644
2018,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Cerai Mati,Perempuan,1006
2018,JAKARTA UTARA,PENJARINGAN,PLUIT,Cerai Mati,Perempuan,1263
2018,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Cerai Mati,Perempuan,1280
2018,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Cerai Mati,Perempuan,1568
2018,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Cerai Mati,Perempuan,1158
2018,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Cerai Mati,Perempuan,1346
2018,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Cerai Mati,Perempuan,1890
2018,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Cerai Mati,Perempuan,2143
2018,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Cerai Mati,Perempuan,1458
2018,JAKARTA UTARA,KOJA,KOJA,Cerai Mati,Perempuan,1047
2018,JAKARTA UTARA,KOJA,TUGU UTARA,Cerai Mati,Perempuan,1885
2018,JAKARTA UTARA,KOJA,LAGOA,Cerai Mati,Perempuan,1995
2018,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Cerai Mati,Perempuan,1137
2018,JAKARTA UTARA,KOJA,TUGU SELATAN,Cerai Mati,Perempuan,873
2018,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Cerai Mati,Perempuan,1152
2018,JAKARTA UTARA,CILINCING,CILINCING,Cerai Mati,Perempuan,1094
2018,JAKARTA UTARA,CILINCING,SUKAPURA,Cerai Mati,Perempuan,868
2018,JAKARTA UTARA,CILINCING,MARUNDA,Cerai Mati,Perempuan,783
2018,JAKARTA UTARA,CILINCING,KALIBARU,Cerai Mati,Perempuan,1863
2018,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Cerai Mati,Perempuan,1029
2018,JAKARTA UTARA,CILINCING,ROROTAN,Cerai Mati,Perempuan,878
2018,JAKARTA UTARA,CILINCING,SEMPER BARAT,Cerai Mati,Perempuan,1970
2018,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Cerai Mati,Perempuan,1022
2018,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Cerai Mati,Perempuan,1621
2018,JAKARTA UTARA,PADEMANGAN,ANCOL,Cerai Mati,Perempuan,533
2018,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Cerai Mati,Perempuan,1144
2018,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Cerai Mati,Perempuan,1229
2018,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Cerai Mati,Perempuan,1068
2018,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Cerai Mati,Perempuan,1102
2018,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,Cerai Mati,Perempuan,930
2018,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,Cerai Mati,Perempuan,600
2018,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,Cerai Mati,Perempuan,378
2018,JAKARTA BARAT,CENGKARENG,KAPUK,Cerai Mati,Perempuan,1745
2018,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Cerai Mati,Perempuan,1310
2018,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Cerai Mati,Perempuan,575
2018,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Cerai Mati,Perempuan,633
2018,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Cerai Mati,Perempuan,650
2018,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Cerai Mati,Perempuan,824
2018,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Cerai Mati,Perempuan,861
2018,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Cerai Mati,Perempuan,1025
2018,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Cerai Mati,Perempuan,829
2018,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Cerai Mati,Perempuan,500
2018,JAKARTA BARAT,TAMAN SARI,KRUKUT,Cerai Mati,Perempuan,301
2018,JAKARTA BARAT,TAMAN SARI,MAPHAR,Cerai Mati,Perempuan,488
2018,JAKARTA BARAT,TAMAN SARI,TANGKI,Cerai Mati,Perempuan,303
2018,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Cerai Mati,Perempuan,196
2018,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Cerai Mati,Perempuan,402
2018,JAKARTA BARAT,TAMAN SARI,GLODOK,Cerai Mati,Perempuan,274
2018,JAKARTA BARAT,TAMAN SARI,PINANGSIA,Cerai Mati,Perempuan,140
2018,JAKARTA BARAT,TAMBORA,TAMBORA,Cerai Mati,Perempuan,169
2018,JAKARTA BARAT,TAMBORA,KALI ANYAR,Cerai Mati,Perempuan,479
2018,JAKARTA BARAT,TAMBORA,DURI UTARA,Cerai Mati,Perempuan,485
2018,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Cerai Mati,Perempuan,945
2018,JAKARTA BARAT,TAMBORA,KRENDANG,Cerai Mati,Perempuan,302
2018,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Cerai Mati,Perempuan,483
2018,JAKARTA BARAT,TAMBORA,ANGKE,Cerai Mati,Perempuan,588
2018,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Cerai Mati,Perempuan,669
2018,JAKARTA BARAT,TAMBORA,PEKOJAN,Cerai Mati,Perempuan,924
2018,JAKARTA BARAT,TAMBORA,ROA MALAKA,Cerai Mati,Perempuan,122
2018,JAKARTA BARAT,TAMBORA,DURI SELATAN,Cerai Mati,Perempuan,360
2018,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Cerai Mati,Perempuan,1126
2018,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Cerai Mati,Perempuan,1071
2018,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Cerai Mati,Perempuan,668
2018,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,Cerai Mati,Perempuan,665
2018,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Cerai Mati,Perempuan,1192
2018,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Cerai Mati,Perempuan,976
2018,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Cerai Mati,Perempuan,681
2018,JAKARTA BARAT,KALI DERES,KALIDERES,Cerai Mati,Perempuan,1509
2018,JAKARTA BARAT,KALI DERES,SEMANAN,Cerai Mati,Perempuan,937
2018,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Cerai Mati,Perempuan,1624
2018,JAKARTA BARAT,KALI DERES,KAMAL,Cerai Mati,Perempuan,868
2018,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Cerai Mati,Perempuan,840
2018,JAKARTA BARAT,PAL MERAH,PALMERAH,Cerai Mati,Perempuan,1756
2018,JAKARTA BARAT,PAL MERAH,SLIPI,Cerai Mati,Perempuan,384
2018,JAKARTA BARAT,PAL MERAH,KOTA BAMBU UTARA,Cerai Mati,Perempuan,468
2018,JAKARTA BARAT,PAL MERAH,JATIPULO,Cerai Mati,Perempuan,1084
2018,JAKARTA BARAT,PAL MERAH,KEMANGGISAN,Cerai Mati,Perempuan,883
2018,JAKARTA BARAT,PAL MERAH,KOTA BAMBU SELATAN,Cerai Mati,Perempuan,477
2018,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Cerai Mati,Perempuan,1137
2018,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Cerai Mati,Perempuan,1041
2018,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Cerai Mati,Perempuan,440
2018,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Cerai Mati,Perempuan,1066
2018,JAKARTA BARAT,KEMBANGAN,JOGLO,Cerai Mati,Perempuan,569
2018,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Cerai Mati,Perempuan,477
2018,JAKARTA SELATAN,TEBET,TEBET TIMUR,Cerai Mati,Perempuan,743
2018,JAKARTA SELATAN,TEBET,TEBET BARAT,Cerai Mati,Perempuan,933
2018,JAKARTA SELATAN,TEBET,MENTENG DALAM,Cerai Mati,Perempuan,1312
2018,JAKARTA SELATAN,TEBET,KEBON BARU,Cerai Mati,Perempuan,1680
2018,JAKARTA SELATAN,TEBET,BUKIT DURI,Cerai Mati,Perempuan,1416
2018,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Cerai Mati,Perempuan,917
2018,JAKARTA SELATAN,TEBET,MANGGARAI,Cerai Mati,Perempuan,1121
2018,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Cerai Mati,Perempuan,110
2018,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Cerai Mati,Perempuan,82
2018,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Cerai Mati,Perempuan,557
2018,JAKARTA SELATAN,SETIA BUDI,KARET,Cerai Mati,Perempuan,320
2018,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Cerai Mati,Perempuan,1192
2018,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Cerai Mati,Perempuan,651
2018,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Cerai Mati,Perempuan,178
2018,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Cerai Mati,Perempuan,210
2018,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Cerai Mati,Perempuan,658
2018,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Cerai Mati,Perempuan,645
2018,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Cerai Mati,Perempuan,1777
2018,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Cerai Mati,Perempuan,1046
2018,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Cerai Mati,Perempuan,472
2018,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Cerai Mati,Perempuan,936
2018,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Cerai Mati,Perempuan,1299
2018,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Cerai Mati,Perempuan,624
2018,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Cerai Mati,Perempuan,1347
2018,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Cerai Mati,Perempuan,2028
2018,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,Cerai Mati,Perempuan,1358
2018,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Cerai Mati,Perempuan,1032
2018,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,Cerai Mati,Perempuan,1306
2018,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Cerai Mati,Perempuan,1909
2018,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Cerai Mati,Perempuan,1183
2018,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,Cerai Mati,Perempuan,941
2018,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,Cerai Mati,Perempuan,1321
2018,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Cerai Mati,Perempuan,1207
2018,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,Cerai Mati,Perempuan,1673
2018,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Cerai Mati,Perempuan,1070
2018,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Cerai Mati,Perempuan,1519
2018,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Cerai Mati,Perempuan,757
2018,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Cerai Mati,Perempuan,995
2018,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Cerai Mati,Perempuan,94
2018,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Cerai Mati,Perempuan,376
2018,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Cerai Mati,Perempuan,448
2018,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,Cerai Mati,Perempuan,99
2018,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,Cerai Mati,Perempuan,192
2018,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,Cerai Mati,Perempuan,119
2018,JAKARTA SELATAN,KEBAYORAN BARU,PULO,Cerai Mati,Perempuan,266
2018,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,Cerai Mati,Perempuan,444
2018,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Cerai Mati,Perempuan,1227
2018,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Cerai Mati,Perempuan,1093
2018,JAKARTA SELATAN,PANCORAN,PANCORAN,Cerai Mati,Perempuan,693
2018,JAKARTA SELATAN,PANCORAN,KALIBATA,Cerai Mati,Perempuan,1482
2018,JAKARTA SELATAN,PANCORAN,RAWAJATI,Cerai Mati,Perempuan,633
2018,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Cerai Mati,Perempuan,1052
2018,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Cerai Mati,Perempuan,824
2018,JAKARTA SELATAN,PANCORAN,CIKOKO,Cerai Mati,Perempuan,336
2018,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Cerai Mati,Perempuan,1811
2018,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,Cerai Mati,Perempuan,1916
2018,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Cerai Mati,Perempuan,931
2018,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,Cerai Mati,Perempuan,1793
2018,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,Cerai Mati,Perempuan,1251
2018,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,Cerai Mati,Perempuan,963
2018,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,Cerai Mati,Perempuan,713
2018,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,Cerai Mati,Perempuan,1538
2018,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,Cerai Mati,Perempuan,1473
2018,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Cerai Mati,Perempuan,1207
2018,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Cerai Mati,Perempuan,1189
2018,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Cerai Mati,Perempuan,1509
2018,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Cerai Mati,Perempuan,647
2018,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Cerai Mati,Perempuan,1037
2018,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Cerai Mati,Perempuan,772
2018,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Cerai Mati,Perempuan,800
2018,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,Cerai Mati,Perempuan,987
2018,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,Cerai Mati,Perempuan,849
2018,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,Cerai Mati,Perempuan,1218
2018,JAKARTA TIMUR,PULO GADUNG,CIPINANG,Cerai Mati,Perempuan,733
2018,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,Cerai Mati,Perempuan,582
2018,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,Cerai Mati,Perempuan,1251
2018,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,Cerai Mati,Perempuan,1242
2018,JAKARTA TIMUR,PULO GADUNG,JATI,Cerai Mati,Perempuan,1318
2018,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,Cerai Mati,Perempuan,889
2018,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,Cerai Mati,Perempuan,1507
2018,JAKARTA TIMUR,JATINEGARA,BALI MESTER,Cerai Mati,Perempuan,282
2018,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,Cerai Mati,Perempuan,871
2018,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,Cerai Mati,Perempuan,1344
2018,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,Cerai Mati,Perempuan,1962
2018,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,Cerai Mati,Perempuan,1233
2018,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,Cerai Mati,Perempuan,1787
2018,JAKARTA TIMUR,KRAMATJATI,KRAMATJATI,Cerai Mati,Perempuan,1016
2018,JAKARTA TIMUR,KRAMATJATI,TENGAH,Cerai Mati,Perempuan,1124
2018,JAKARTA TIMUR,KRAMATJATI,DUKUH,Cerai Mati,Perempuan,819
2018,JAKARTA TIMUR,KRAMATJATI,BATU AMPAR,Cerai Mati,Perempuan,1181
2018,JAKARTA TIMUR,KRAMATJATI,BALEKAMBANG,Cerai Mati,Perempuan,813
2018,JAKARTA TIMUR,KRAMATJATI,CILILITAN,Cerai Mati,Perempuan,1623
2018,JAKARTA TIMUR,KRAMATJATI,CAWANG,Cerai Mati,Perempuan,1152
2018,JAKARTA TIMUR,PASAR REBO,GEDONG,Cerai Mati,Perempuan,1065
2018,JAKARTA TIMUR,PASAR REBO,BARU,Cerai Mati,Perempuan,542
2018,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Cerai Mati,Perempuan,1084
2018,JAKARTA TIMUR,PASAR REBO,KALISARI,Cerai Mati,Perempuan,1181
2018,JAKARTA TIMUR,PASAR REBO,PEKAYON,Cerai Mati,Perempuan,1187
2018,JAKARTA TIMUR,CAKUNG,JATINEGARA,Cerai Mati,Perempuan,909
2018,JAKARTA TIMUR,CAKUNG,RAWA TERATE,Cerai Mati,Perempuan,628
2018,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Cerai Mati,Perempuan,2614
2018,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,Cerai Mati,Perempuan,1268
2018,JAKARTA TIMUR,CAKUNG,PULO GEBANG,Cerai Mati,Perempuan,1986
2018,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,Cerai Mati,Perempuan,702
2018,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Cerai Mati,Perempuan,1129
2018,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Cerai Mati,Perempuan,2130
2018,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Cerai Mati,Perempuan,1688
2018,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Cerai Mati,Perempuan,1915
2018,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Cerai Mati,Perempuan,1683
2018,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Cerai Mati,Perempuan,1077
2018,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Cerai Mati,Perempuan,1495
2018,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,Cerai Mati,Perempuan,964
2018,JAKARTA TIMUR,MAKASAR,MAKASAR,Cerai Mati,Perempuan,1186
2018,JAKARTA TIMUR,MAKASAR,PINANGRANTI,Cerai Mati,Perempuan,758
2018,JAKARTA TIMUR,MAKASAR,KEBON PALA,Cerai Mati,Perempuan,1675
2018,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Cerai Mati,Perempuan,637
2018,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,Cerai Mati,Perempuan,1564
2018,JAKARTA TIMUR,CIRACAS,CIRACAS,Cerai Mati,Perempuan,1643
2018,JAKARTA TIMUR,CIRACAS,CIBUBUR,Cerai Mati,Perempuan,1634
2018,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,Cerai Mati,Perempuan,1289
2018,JAKARTA TIMUR,CIRACAS,SUSUKAN,Cerai Mati,Perempuan,879
2018,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Cerai Mati,Perempuan,1007
2018,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Cerai Mati,Perempuan,803
2018,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Cerai Mati,Perempuan,650
2018,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Cerai Mati,Perempuan,537
2018,JAKARTA TIMUR,CIPAYUNG,MUNJUL,Cerai Mati,Perempuan,779
2018,JAKARTA TIMUR,CIPAYUNG,SETU,Cerai Mati,Perempuan,430
2018,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,Cerai Mati,Perempuan,587
2018,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Cerai Mati,Perempuan,1694
2018,JAKARTA TIMUR,CIPAYUNG,CEGER,Cerai Mati,Perempuan,336
